,id,tweet,subtask_a
3977,31514,"@USER vi køber et par puslespil og ser på klasser til ham rn! men jeg tror, han er ved at blive et teenage-monster.",OFF
3980,62000,"@USER Naaa. Jeg har tilbragt 24 timer på at grine mine enorme nødder af din dumhed. Du finker din form for enhed, men dine hele en bange bange antifa-FUSSER har ingen muskler til at se nogen, du prøver at mobbe. Selv det er patetisk.",OFF
3985,28907,@USER Venstre følger aldrig løfter. Vi har hørt det hele før. Kujon.,OFF
3988,56408,"@USER Hun siger Ben, Ben, når i helvede skal du gøre noget mere end bare tweet skid om djt? &quot;&quot;",OFF
3991,95062,@USER Han er et trold. Ikke åben for fakta,OFF
3993,56367,@USER Det er en løgn ... dine antifa-venstre er intet andet end voldelige. Denne lærer brugte megen tid på at planlægge dette angreb på en ærefuld mand med nul bevis. Ingen grund overhovedet til at holde kavanaugh op! Et andet vanvittigt liberalt hit job !!,OFF
3994,48099,@USER 7 $ million buyout. Tabere.,OFF
3995,91905,"Efter alle mine år med klager får jeg endelig min tæve rygdom visdomstænder ud, så jeg kan stoppe med at græde",OFF
3996,70052,@USER vi defo lever i de sidste dage,OFF
3998,91603,"Adam Schiff siger, at han er FOR at frigive FISA-info URL Bare en anden i en lang liste med bureaukratiske hacks, der skal renses fra DC! @USER skal du fortsætte med at gøre, hvad du gør for at afsløre disse svig og hykleri !! #MAGA # KAG2020 #QAnon #WINNING # WWG1WGA URL",OFF
3999,56694,"@USER i går, dette sker her😳 Så meget for pistolkontrol, når du ikke kan forhindre en 2. klassing i at bringe en pistol til skolen huh😏 URL",OFF
4000,49498,"@USER @USER De officielle ledige tal er en vittighed. Der er millioner af amerikanere, der mistede deres job og karriere til H-1b. Deres arbejdsløshedsunderstøttelse løb for mange år siden. Giv dem deres job tilbage. Afslut H-1B nu.",OFF
4001,19356,"@USER Fuck you dope. Ikke en Fox-vandrer. Uafhængig vælger, der aldrig vil stemme venstre. Dit parti er farligt.",OFF
4007,28653,"@USER @USER @USER Gammelt billede. Trump overvåger ikke noget i forbindelse med orkanen. Temmelig sikker på, at han lader bukserne lige nu",OFF
4011,15446,@USER Eric-holderen er Obamas halm for korruption,OFF
4014,84043,"@USER @USER Venstre ødelægger et liv betyder ikke noget, så længe de vinder i sidste ende! Skal stoppe! De har ingen samvittighed",OFF
4015,22874,Pigeon Girl kan også sende duer til at sprede på alle MAGA-hatte.,OFF
4019,58412,"@USER @USER Siger den tæve røv dreng gemmer sig bag et tastatur, det gør ikke ondt at bede om hjælp sommetider ikke kan gøre alt alene din fucking klovn, hvis han kan hjælpe, så er noget bedre end intet, det er derfor, jeg spurgte, selvom han kan Det gør det ikke ondt at spørge fuck min min svage røv nigga",OFF
4021,99173,"@USER Hun er utroligt dum og måske grunden til, at hun blev valgt til at &#39;entropiere&#39; handelssamtalerne. Trudeau vil ødelægge alt fornuft i Canada. Vil du tillade, at en terrorist ødelægger Canada? Så hvorfor har Trudeau?",OFF
4025,21649,"@USER @USER Hun er en forfærdelig på sit job ... måske er det derfor, hendes karriere er ved at dø ...",OFF
4028,16666,"@USER Dette lyver, hvordan hun fik nøglen! Hvorfor indrømmer hun ikke, at hun var på date eller måske havde NSA med? hun er gift ? Hvad er sand historie! BS! Ok, vi respekterer alle politibetjente, men hendes historie og undskyldning fuld af lort! Send venligst hendes foto! Lad os se, hvor fed hun er!",OFF
4030,78352,"@USER du er en dust. Angreb Julie for at stå ved sin mand. Du er ligesom alle de andre liberale ønsker at ødelægge folks liv. Hvad med du ikke bash folk, indtil han er fundet skyldig ... satse på din klient bare vil have penge !!!",OFF
4031,78014,@USER @USER @USER Gå ikke videre her og siger den type dumme lort,OFF
4033,65894,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Stop med din vrøvl. Du er en blok. Du er dum!,OFF
4034,47456,@USER @USER Han er syg. Meget forstyrret. Og den kommentar beviser det!,OFF
4038,92587,@USER Som om en liberal betahandhane kunne engagere sig i sex med en lige kvindelig.,OFF
4040,16437,"@USER Jeg har bedømt, at den gamle kvinde er en antisemit og Joan Ryan har ret. Du spiller semamtik. Du er en skam.",OFF
4044,41461,"@USER #Liberals er muck rakers. De har ingen platform at køre på. INGEN! At udslette sårbare mennesker fra de sene årtier ... i det sidste århundrede ... i det forrige årtusinde ... viser, hvor desperate de bliver hørt. Nu klynker de rundt på gymnasier på udkig efter rygter. Trist!",OFF
4048,66163,"@USER Godt, at hun ville yde sin støtte til den liggende kvige, der fremsætter de falske beskyldninger. Hun har ikke mere intelligens end resten af de liberale, der udspiller nogen!",OFF
4052,48537,"@USER allerede min røv, jeg havde så mange skide skud i aften",OFF
4059,37170,@USER @USER Jepp. Ja. Og han har bevist det dagligt. #MAGA,OFF
4060,79580,"@USER Selvom jeg tror, at Carter var en anstændig mand, var han uden tvivl den 2. værste præsident i min afstemningshistorie. 44 var det værste, hvis der var noget spørgsmål.",OFF
4063,86215,@USER @USER @USER Han. Er. A. Sociopath.,OFF
4064,65485,"@USER Jeg har seriøst ikke flere ord for, hvor fanden han er. Hver gang jeg tror, jeg fandt ordet, gør han noget endnu mere afskyeligt og oprørende. Det bedste, jeg kan gøre, er at håbe, at han kvæler i sit eget opkast for alle de dumme løgne, han har fortalt. Som en seriemorder har han ingen sjæl ..",OFF
4069,37524,@USER Men Tinubu støtter dette monster mod os. Den største Yoruba-forræder i den moderne Yoruba-politik er Tinubu!,OFF
4071,68995,"@USER Tror du, at det forstyrrer de onde nazi-demokrater / liberale, de forsøgte at udøve et præsidentvalg, og at indramme Kavanaugh er bare en anden handling af disse onde nazi-demokrater / liberale politikere for at ødelægge demokratiet og Amerika! #Walkaway # Make America Great !!!!!!!!!!!!!!",OFF
4074,71428,"@USER @USER af grov han er alex, og mange andre nationledere er som vi; ll lapdpgs URL",OFF
4077,37576,"@USER Pistolkontrol. . . betyder at være at ramme, hvad dit mål er! Disse ældre husejere har stor pistolkontrol!",OFF
4080,28564,@USER Venstre er SYKE. Denne falske anklager skal sættes i fængsel for hendes skaldede ansigter. URL,OFF
4090,39379,"@USER @USER Se på hendes bevægelse og ikke et eneste ord af sandhed, der kommer ud af det. Hvis du nogensinde får en chance for at stille det lag et spørgsmål, der stilles hende, er du enig med mig i, at Golanhøjderne hører til 🇸🇾. Hun er død død i vandet, hun kunne ikke svare på det uden at fordømme sig selv sandt",OFF
4096,16545,"@USER Gjerningsmanden er ansvarlig for sine egne handlinger, men du ignorerer, at Maxine Waters &amp; andre tilskynder til vold. Overvej, at hun sagde, at de ikke skulle være i stand til at spise, shoppe eller gøre noget i fred &quot;... hvordan ville man overleve uden at kunne handle?&quot;",OFF
4097,73728,"@USER @USER URL en højteknologisk lynsting for Uppity (Republican) Sorte &#39;&quot;er fint, men at voldtage kvinder af liberale?&#39; &quot;DE HELE GØR DET&quot; inklusive Bill Clinton. &quot;",OFF
4099,44656,@USER @USER @USER @USER @USER @USER @USER @USER Virkelig? Og er han blevet tiltalt. #Liberals er sådanne løgnere!,OFF
4103,12977,"@USER @USER Hun troede, hun ville være lav profil og hjælpe Dem-partiet med at slippe af med Kavanaugh, og hun kunne forblive anonym. Hun blev sandsynligvis lovet dette af partiet. Nu hvor hun kan sigtes for perjury fortsætter hun med at spille et offer. Hun er ikke. Liggende er en dåse orme.",OFF
4107,81266,"@USER @USER @USER Dette er grunden til at Chicago ikke håndhæver pistollovene på bøgerne eller går ind i disse kvarterer Disse mord er planlagt af pistolkontrol liberale for at passere meget streng eller endda konfiskation af kanoner. Black Luves betyder ikke noget for disse liberale, der prøver at bestå deres dagsorden. 2 Tilpasning",OFF
4108,62665,@USER @USER 🤣🤣🤣🤣🤣🤣🤣🤣 Deep Throat,OFF
4112,91447,@USER Han er som &quot;Holy Jesus fucked Christ&quot;,OFF
4115,20633,@USER For at lyve? Hvor meget betaler DNC / Soros / Antifa hende? Hvordan har din kinesiske spion det?,OFF
4118,90467,"@USER Lmao god en! Hør nu op, din kone er gnistet, hun er en sygdom, hun er en købt og betalt for en ond sjælfri propagandaramme for børnemordere og russiske agenter. Så hold dig til dine søde tweets, men jeg ville forberede mig på en lang fængselsstraf, hvis jeg var dig.",OFF
4120,59585,@USER Fucking sutter når dommerne er imod dig. #KillTheZebras,OFF
4121,48788,"@USER De møder mange mange fans, det er utroligt, at han huskede, at hende ikke var en tæve",OFF
4131,52284,"@USER @USER @USER de er bullshit-statistikker. men siger ikke, er London ikke mordhovedstaden i Europa nu? at pistolkontrol fungerer rigtigt? tyskland med nogle alvorlige kriminelle problemer. måske skal du tage sig af forretninger derhjemme4 begynde at twitre om USA",OFF
4141,14175,. @ USER Du er beklagelig foragtelig modbydelig! URL,OFF
4142,76303,@USER Democrats = Thugs,OFF
4143,76311,@USER @USER Jeg ser aldrig NFL !!! &#39; Panthers suger forresten !!!,OFF
4146,78252,"@USER @USER Hvilket også posturing nonsens. Hvis de ønsker at fjerne hende, ville de videresende de krævede breve til deres delpisk, og hun står over for en lederudfordring. Hendes &#39;udfordrere&#39; er lige så gutless og uden viden som hun er.",OFF
4148,81221,"@USER Han er en anden af puke-puljen !! Det bliver ret fyldt, det kan jeg helt sikkert fortælle !!!",OFF
4151,40498,"@USER Nogen spørger, om Davido ikke skulle være i lejren? Oga fru park godt !! Davidos forretning er ikke din forretning. Na u send am go school? Haterz ... chop shit n die",OFF
4152,41467,@USER @USER @USER @USER Ikke kun Antifa fik ret mange tilhængere af Israel. Du finder israelske flag lige ved den rigtige vingerprotest. Åh den ironiske URL,OFF
4155,59407,"@USER @USER @USER @USER lige nu er min eneste solide holdning, at NRA er blevet alt for indflydelsesrig i politik, og som et resultat har de forsinket ønsket om pistolkontrol i ca. 20 år.",OFF
4158,19179,"@USER LOL. Det, der fejlagtigt fejler, er denne 11. timers bakhold af de liberale. Hvert minut nægter #ChristinaBlaseyFord at forpligte sig til at optræde som hun og folk som dig mister troværdighed. Jeg elsker det!! 😂😂 #tcot # p2",OFF
4161,50099,@USER @USER Et klart flertal af de konservative godkender Trump og GOP. Vær ikke dum.,OFF
4164,79302,@USER Gud hjælpe os. kvinden kan ikke endda få sammenhængende sætning ud af munden.,OFF
4171,72191,#Theresa kan bruge #LabourParty-politikker til at klæbe sig fast til hendes svage og vaggende # Regering #HusningKris #husmarked #konservativerne er de korrupte #Landsejere #ToriesOut # Korruption,OFF
4182,47082,"@USER @USER Syg !!! Jeg håber, han ikke underviser!",OFF
4183,32666,@USER Morderen er i huset. #MAGA #WallDoesntProtectFromAmericans,OFF
4184,30880,@USER Hollywood er fuld af demoniske demokrater.,OFF
4185,27599,"@USER Indtil han er død. For selv efter at han er ude af embedet, vil han sandsynligvis kommandere nyhedscyklussen i lang tid.",OFF
4192,45914,@USER Husk mig på Antifa ratbags.,OFF
4199,75929,"@USER Den udvaskede idiot #Biden føler, at han har en chance ved at fornærme alle konservative, der støtter deres store #POTUS ... Jeg synes ikke det er CRAZY JOE !!!",OFF
4203,68764,@USER @USER LIAR !!! Hvilke tilhængere taler hun om ??? Jeg var flov da vores sidste præsident gik på en verden undskyldning tour og han bøjede endda for dem som om han var deres tjener !!! URL,OFF
4209,77399,"@USER Alle, der siger Fuck Russ, ved ikke en forbandet ting om ham eller så interviewet 🤷‍♂️🤷‍♂️🤷‍♂️",OFF
4212,20989,"@USER @USER @USER @USER @USER med billedteksten så meget for den tolerante venstre &quot;... yup du passer til beskrivelsen af ANTIFA. Jeg formoder, at du ikke er en trussel, da jeg tvivler på, at du kan angribe enhver journalister fra din mors kælder .&quot;",OFF
4217,29111,@USER @USER Tog dig så længe !! Han er et udyr og har været til yoner,OFF
4218,49234,"@USER Jeg tror, Michelle spildte demokraternes planer for borgerkrig .. Liberale er galninger",OFF
4220,97916,@USER @USER Blev slået ud i den første runde og en en shitty beslutning,OFF
4225,45927,@USER @USER De skulle klæde ham i en isuniform uden våben og få ham til at gå på pensionatet om natten og bede om narkotikakartellet.,OFF
4232,81899,". hun. er den mest magtfulde kvinde på denne jord, åh min skide gud URL",OFF
4243,47398,@USER @USER Birch me too .. da fuck,OFF
4244,75342,"@USER @USER @USER Selvfølgelig er hun ikke ung og stum. Hvis hun virkelig havde en hjerne, ville hun ikke tro på socialisme",OFF
4252,83578,"@USER Det er 😭 du får se et godt spil og niggas, der fungerer 🤷🏻‍♀️",OFF
4253,26203,Californien - Uhyggelig falsk Uber-driver forsøger at følge kvinde ind i hendes hjem # MAGA #KAG #Californien # FakeUberDriver #BodyWrapRestraint #CrimeNews URL,OFF
4259,22958,@USER @USER @USER Det hovedflick kl. 05:05 er hendes ego der får et hit. Hun kan ikke tage kritik. Hun er en svag inkompetent autoritær.,OFF
4262,33058,"@USER @USER Du ved godt og forbandet, at hvis du forsøgte at forklare al pistolkontrol på en militærbase er et bevis på, at lovgivningen om våben, der griber fat, ikke gør noget lort, hvis du ser på Fort Hood.",OFF
4263,87923,"@USER Manafort har været på K street i lang tid. Han ved tingene. Dybe mørke ting. Jeg er enig. Han brænder noget folk. Mueller ved allerede, hvem han vil. Manafort giver op.",OFF
4269,84508,@USER Tror ikke det måske lave en lille forskerkompis!,OFF
4270,69659,@USER du kunne ikke fange mig ved at lade en uhyggelig hvid tæve tale sådan som mig 😫 tæve spise snavs,OFF
4289,83279,". @ USER Jeg installerer ikke din shitty app, men sætter mig ned for 100% for den anden ændring / campus-bære, 100% mod pistolkontrol undtagen voldelige forbrydere &quot;. URL",OFF
4293,58613,@USER Må ikke rod med niggas fra Marcy-projekter george Zimmerman! Du bliver tændt!,OFF
4298,90485,"@USER mand Jeg ville lige begyndte at ramme væggen med den lort. Det er ikke noget ved tørvæg og nogle træbjælker. Jeg kommer gennem døren, hvis jeg er ham.",OFF
4299,13088,@USER @USER @USER Fuck ja ride det skat!,OFF
4303,32653,"@USER Har du nogensinde set det tidligere demokratiske hierarki kæmpe mod præsidenten så meget ??? Vi ved, det er fordi du har været så korrupt og skyldig i magtmisbrug. Det er vores mørkeste tider med DOJ / CIA og præsidentkabinettet",OFF
4309,90849,"@USER Lol, læs titlen, og du ved allerede, hvad der kommer ... ... der støtter løsninger på sund fornuft til at reducere pistolvold, &quot;Hvordan adskiller pistolvold fra anden vold? Hvad er en ikke-automatisk skydevåben? Hvad er almindeligt følelse af pistolkontrol? Er det som Chicago, NY, .. London? .. &quot;",OFF
4312,38942,@USER @USER Nogen gør noget !!! Dette show suger længere !! Sætdesignerne er dog gode! #firemalyoung,OFF
4313,13931,"#PeoplesVote #StopBrexit @USER #remain Jeg vil ikke gå .. heller, ved du hvad, efter at vi er gået, vil mine slogans blive Det plejede at være bedre end dette ”burde have været i. Useløs regering. URL",OFF
4314,12809,@USER Måske vil de Havana en Antifa-løbskrig og smække dildoer ud af hinandens rum.,OFF
4316,33913,"@USER @USER Ja. Han er meget umoden og kan skabe kritik, mens han græder og blokerer i stedet for at acceptere nogen. Det er cool. Folk kan se ham for hvem han mest er.",OFF
4317,93956,"@USER @USER @USER Men hvad får dig til at tro, at de er liberale? Der er ikke noget liberalt ved noget af det. Disse mennesker tilbragte 90&#39;erne med at fornærme liberaler, offentligt ydmyge sorte aktivister og angreb åbent New Deal. Hvor er den liberale &quot;del? De vedtog GOP-politikker!&quot;",OFF
4318,20339,"@USER Hvad fanden er det, de prøver at indstille ham, så det ser ud som om han på en eller anden måde fortjente at blive skudt",OFF
4319,81571,"@USER @USER Her kommer beta-liberale lmao * konvo dempet, du kan græde hele dagen til jer selv.",OFF
4321,84361,"@USER Srsly det suger. Når du lever livet, er det fuld af bullshit-regler, vi skal bare sutte op for at overleve",OFF
4322,61642,@USER @USER @USER @USER Forbindelser er vigtige med alle de skitne Twitter-kræfter på konservative.,OFF
4323,89193,Har ikke fået noget lort i dag,OFF
4324,43827,"@USER Husk godt, hvordan politiet i San Jose stod ned &quot;og så på, da antifa-bølger bevæbnet med flagermus, flasker og peberspray angreb Trumps rally-gæere? De fulgte&quot; bare ordrer &quot;. Det er hvad de fleste soldater og politiet gør. Soldater følger ordrer &amp; politiet beskytter deres lønseddel. SAD. &quot;",OFF
4328,47749,"# GreatestTings AboutThe90s INGENTING. De forræderske venstreorienterede mediefolk sørgede for, at Benny Hill blev fjernet fra tv&#39;et, og endnu mere forræderske konservative “konspirerede for at fjerne Maggie Thatcher som vores leder, da underskrev han næsten dødeligt endnu dybere ind i det ekstremt fjendtlige commie EU”",OFF
4329,80940,"@USER håber alt er godt. Det er så kneppet. Som alvorligt hvad fanden er galt med ppl nu. Kanonstyring er dog ikke noget problem. Gudskelov, jeg bor i Canada. Føler mig brutal for alle angreb i USA, men alvorligt går den ikke væk.",OFF
4331,24552,"@USER @USER @USER @USER Det er bare deprimerende. Gode kirker bliver svære at finde. Få og langt imellem. Jeg kender folk, der hører til kirker, der taler for pistolkontrol og abort! Det er politik - ikke Gud! Ikke Kristus!",OFF
4334,69390,@USER GOOD 🖕 dem!,OFF
4336,57331,"@USER @USER Jeg spekulerer på, om de vil brænde deres Levis, da @USER er kommet ud til fordel for pistolkontrol? Levi Strauss går sammen med pistolkontrolgruppe: Vi kan ikke stå stille ved &quot;URL URL",OFF
4339,99344,@USER @USER God shit min dårlige dog,OFF
4340,92226,"@USER @USER Det er så trist og skræmmende; Jeg ved, at det er faldet til en 2, men alle rapporter, jeg har set, siger, at det ikke betyder lort for denne storm. Alt hvad du skal gøre er at se på billeder af den ting for at indse, at det er en fanden BEAST",OFF
4347,58213,@USER Når atmosfæren bliver grønlig farvetone fra drivhusgasser og mennesker spiser mennesker i godteri form måske vil jeg være interesseret. MAGA !!!!!!!!,OFF
4348,66385,"@USER @USER @USER Der er tusindvis af tusinder af videoer på YouTube alene af Antifa, der angriber folk bare for at være på Trump-stævner eller republikanske begivenheder. Dette sker ikke nogen steder for Demokraterne. Dette er i en udbredt skala, og folk som dig forsøger at lyve og tilsløre for at dække dem",OFF
4349,22450,"@USER @USER Hun kan ligge i det lort, hun skabte",OFF
4354,32094,"@USER @USER @USER @USER @USER @USER @USER Måske stoppe med at angribe konservative og du kan synes, de ikke gengælder.",OFF
4355,89653,"@USER @USER Det er bare forfærdeligt! Han var aldrig meget alligevel! En voksen mand, der handler sådan; en mobber ! Bedst for dig og hendes husbond Mark! MAGA 🇺🇸",OFF
4360,66982,@USER @USER Hvilken pris. Leder af den nazistiske antifa-voldsbevægelse,OFF
4361,53817,@USER Du @USER taler sandheden om =&gt; #Louis Farrakhan &lt;= ... han er en rasende antisemit og racist.,OFF
4367,88629,@USER Jeg er ikke skide w / u i dag lol,OFF
4372,60981,"@USER Irony er, at de fleste mord udføres af ulovlige pistolbrugere, der er bende medlemmer. Dette påvirker overvejende kun Latino og sorte familier. Problemet er ikke pistolstyring. Problemet er dommere, der lader voldelige pistolforbrydere tilbage på gaden efter at have skudt nogen.",OFF
4374,39663,"@USER Jeg har stillet mig det samme spørgsmål, og det er fordi han er sådan en falsk. Hvis han er sådan en fan af kløften, hvorfor er og spiller han stadig for Cavaliers POS. Han prøver at redde ansigt med Fanbase, og det er så åbenlyst, at det er hans fakeness! Men dumme mennesker vil købe ind",OFF
4375,71163,"* Til sidst ved min søsters apartaments * Øjeblikkelig påmindelse om, at hun er utakknemlig brat og jeg er meget mere glad uden at se hende",OFF
4376,78479,@USER @USER Åh WOW! Du ligner en 1980-tallets Porn Star #loveit,OFF
4377,44053,@USER Korrupte dcrats ansvarlige i PR det store problem,OFF
4378,86690,"@USER @USER @USER U synes ikke, at der sker dårlige ting med mænd i biler? Det sker for alle, det er bare dit tankesæt om, hvordan du håndterer mulige problemer som det. Du kan ikke bruge hele dit liv på at bekymre dig om noget, der sandsynligvis ikke vil ske med dig. Men det er dit liv gør du ting haha.",OFF
4380,58201,"@USER @USER Bortset fra, hvad han er. Hans administration har tilladt kriminalitet i byen at skyrocket. Din blodige venstre slange.",OFF
4382,12178,@USER Obama var djævelen inkarneret &amp; Trump er Jesus Kristus selv. Jeg kommer dit sted du kommer fra.,OFF
4396,96924,@USER Kære Paul McFartney - Du havde os hos Beatles. Du mistede os ved præsident Mad Captain. Brænd i helvede - Jon. &quot;URL,OFF
4398,49763,@USER Venstre har antallet og penge. Konservative vil blive røget. Kansas alene får beat inden for 2 timer.,OFF
4400,72490,"@USER @USER @USER @USER NRA-tweet var en svindel: mere end halvdelen af amerikanerne siger, at pistolretter er det vigtigste emne. &quot;Falsehood. De 53% var&quot; pistolrettigheder / pistolkontrol &quot;, og CA-spørgsmål indikerer partiskhed mod kontrol. Bevidst at vide propaganda. URL-URL",OFF
4402,58557,@USER Er det ikke bare en nørd,OFF
4404,60523,@USER nah min foodie røv vil med glæde sige det. der fungerer på absolut ingen skide gane.,OFF
4421,16997,"HVORFOR ... det er deres spor af korruption ... og de har så meget af det foregår, og på alle tidspunkter ønsker de ikke nogen glip &quot;... vil ikke, at amerikanske folk skal vide, hvem de virkelig er OG HVAD DE ER OPP TIL ... #MAGA URL",OFF
4428,55248,@USER der er så fucked up omg i mine gamle hs der er åben campus og for hver periode du springer over er der en 200 dollar fin lmaooo,OFF
4437,81782,@USER @USER Jeg mener pistolkontrol burde bestå i at beskytte dine skydevåben mod levering og børn.,OFF
4438,42611,@USER Jeg savner dig tæve !!,OFF
4440,85858,@USER @USER @USER @USER @USER @USER @USER @USER @USER NS-liberale vil sælge fiskere ud i hjerteslag. Disse NS-liberale er sandsynligvis på linje efter uddelingssteder i den private sektor. Store penge bundet til Kameron Coal. @USER er ligeglad med Nova Scotians. Se på sundhed og uddannelse. Fiskeri næste?,OFF
4444,42343,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Oh. Lavt slag eller slagjob. lmao,OFF
4446,48516,@USER for at afslutte sex?,OFF
4447,95477,@USER @USER Kære fedt mod fascisme ... #WalkAway from the Democrats .... Antifa = Democrats = Dixiecrats = KKK Der er ingen fascister i Amerika. Samme had. Forskellige farvede hætter. Part af had siden 1828 URL,OFF
4449,95077,@USER @USER @USER Isis tilsyneladende obama lad dem styre verden. Bliv nuked af Korea? BLM ødelægger byer. Antifa?,OFF
4459,26869,"@USER Du er en lier Christine Ford Soros betaler dig godt, og din advokat fungerer ikke, vi ved alle, at du skammer dig!",OFF
4470,98016,"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER 😁TeleSmokaCatin &#39;forbandet, der så bedre ud i mit hoved😁😉🤣😎",OFF
4476,93549,"@USER Dette afvikles og ser aldrig en jury. Vi vil aldrig vide sandheden. Måske greb hun ham først, mens hun byttede spytte, eller han er virkelig så dum at bare gribe hende. Uanset hvad tvivler jeg på, at vi nogensinde vil vide den komplette sandhed.",OFF
4480,61006,@USER hvad FUCK,OFF
4494,95013,"@USER @USER @USER Glad for, at hendes karriere er ødelagt af vejen. Hun fortjener at blive ødelagt efter det, hun gjorde. Bare fordi hun var en berømthed, betyder det ikke, at hun skal undskyldes. Betyder ikke, at hun er over loven.",OFF
4495,45425,@USER Silly unhinged liberale.,OFF
4499,90232,"@USER @USER @USER Begrænsning af ammo krænker retten til at bære våben. Hvad med kvinder kan have aborter, men begrænset til 1-3 uger i graviditeten og skal registreres Let test af lovgivning om pistolkontrol - anvend dem på andre rettigheder for at se, om de ville blive støttet. Hvis ikke, er de dårlige",OFF
4500,55967,lige så en gruppe af nybegynderne bære maga spand hatte 🤢🤢🤢🤢🤢🤢🤢 Jeg hader denne skole,OFF
4503,21229,"@USER @USER @USER Hvordan finder du ud af alle disse løgne. Du har ikke gjort noget, hvad angår pistolkontrol. Åbn dine øjne Obama din helt havde 8 år i embedet. Alt hvad du gør er at sutte rundt til sidste øjeblik afstemning.",OFF
4505,27304,@USER Og niggas vil stadig klage over genoffs,OFF
4507,25737,"@USER Hvis Martin kun var så besat af Kristus, som han er med homoseksualitet.",OFF
4508,30245,"@USER @USER @USER Vi stopper, når demokraterne holder op med at bruge ofrene for skoleskydder til deres pistolkontrol-dagsorden.",OFF
4511,24917,"@USER Du er en stor plet i det dharmiske Kashmiri Pandits-samfund. I modernitetens navn har du mistet al sundhed, der afspejler sig i den måde, du har støttet denne loony kvindes hindufobi.",OFF
4512,47251,"@USER @USER Opmærkelsesvenstre kræver pistolkontrol. De fleste af disse skyttere er venstrefløj. Du får ikke skyde kongresmedlem og skabe voldelige chos og kræver derefter, at vi normale mennesker afvæbnes.",OFF
4516,45045,@USER @USER HYT FEMMES FEMME,OFF
4517,12758,"@USER Googlecide - Død ved ikke-være-onde-korps, der inspirerer internetregningen om rettigheder, der forhindrer venstreorienterede oligarkier i at slette mennesker baseret på politisk tro, der omdanner den vestlige civilisation til en totalitær stat, der kontrollerer næsten alle aspekter af livet via Googlesplaining.",OFF
4518,63416,"@USER Hvor var disse skævheder, da Groper Trudeau og hans liggende Venstre stemlede over hele vores charter med deres værdiprøve? Hvor var Holt Renfrews yndlingsshopper Horwath? Premier Ford prøver at spare skatteydere penge! Måske er det hvad der bider Horwath ??",OFF
4519,26229,"@USER Bill O&#39;REILLY, det kan ske, fordi folk som dig ikke vil tale mod DIN &quot;POTUS OG NRA om GUN-kontrol !!!&quot;",OFF
4522,99821,@USER Ikke overraskende. At jeg * n C * nnor nigga var på lønningslisten,OFF
4528,14758,@USER @USER @USER Hah! De skide chats!!! &#39;Onya drenge!,OFF
4529,82181,"@USER Latterlig kommentar, den eneste måde, liberaler får regeringsarbejde til, er, når konservative går sammen med deres ideer. Tbqh mindre regering er altid bedre end mere, medmindre du er socialist. Det meste af tiden regeringen vedtager en ny lov jeg mister penge n Liberty.",OFF
4530,95958,"@USER Det er modbydeligt at sammenligne en dato &quot;med voldtægt. Jeg håber, at din familie aldrig behøver at beskæftige sig med voldtægt. Du er et oprørende POS.&quot;",OFF
4531,92590,@USER Venstre er afhængige af falske nyheder. Chris er deres mand.,OFF
4535,64168,@USER Hurtig og rasende kriminel skal være bag søjler.,OFF
4536,27795,"@USER @USER Jeg er sikker på, at denne pave er på fornavn med Satan selv. Hvilken skændelse for pavedømmet",OFF
4539,88558,"@USER Du hører noget, han ikke siger, men de drik angiveligt på den skole i 80&#39;erne, som var 18 i 79. Dette fortællinger er 1982, da grænser flyttede til 21, men der er en pige 15, der anklager en dreng 17 for alt andet end sex. Hvis du tror, det er voldtægt, retsforfølges det. Antyd ikke dreng løgne",OFF
4541,48774,@USER @USER @USER @USER Shitting yourself more like.,OFF
4550,76381,"@USER Twitter har en klar venstreorienteret dagsorden, som det ses i alle kommentarer fra konservative, der spørger, hvorfor er denne venstreorienterede lort i mit feed? &quot;Vi bad ikke om det. Vi vil ikke have det. Stop med at prøve at skubbe det på os .&quot;",OFF
4554,31114,@USER Uhyggelig,OFF
4562,98659,"@USER Han trashede sig selv, det var grimt ....... skadede ikke Trump.",OFF
4563,74320,@USER @USER Elsker denne kvinde At fortælle sandheden hver dag HVORFOR skal konservative påpege det åbenlyse.Er folk virkelig så dumme,OFF
4565,17779,"@USER Og dette er de * mennesker, der presser på for pistolkontrol 😒",OFF
4571,13725,@USER Jeg er dog en røvhul,OFF
4580,88271,@USER Demokratiske bruger altid race til at opdele amerikanere. Konservative ser farve Demokraterne ser kun farve Diskuterer,OFF
4582,39225,@USER @USER @USER Hun er en vort samfund,OFF
